...1,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
632,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Onychoprion anaethetus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Onychoprion,Chordata,-21.109297,166.478338,NA,0
633,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Onychoprion fuscatus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Onychoprion,Chordata,-21.109297,166.478338,sooty tern,0
634,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,6,6,NA,NA,NA,NA,33.3,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Pseudobulweria rostrata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pseudobulweria,Chordata,-21.109297,166.478338,Tahiti petrel,0
635,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,17,17,NA,NA,NA,NA,41.2,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.32,47.37,0,0,5.26,5.26,0,0,0,0,15.79,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Pterodroma leucoptera,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pterodroma,Chordata,-21.109297,166.478338,Gould's petrel,0
636,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Sterna dougallii,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Sterna,Chordata,-21.109297,166.478338,NA,0
637,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Sternula nereis,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Sternula,Chordata,-21.109297,166.478338,fairy tern,0
638,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Sula sula,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Sulidae,Sula,Chordata,-21.109297,166.478338,red-footed booby,0
639,"Berr et al., 2020",10.1016/j.marpolbul.2020.110925,MPB00683,2020,Island,Island,France,Birds,NA,cm,Total length,NA,NA,NA,NA,NA,2015,NA,2018,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Thalasseus bergii,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Thalasseus,Chordata,-21.109297,166.478338,great crested-tern,0
643,"Bessa et al., 2019",10.1038/s41598-019-50621-2,MPB00632,2019,Antarctica,Island,S. Georg. Sandw./South Orkney Is.,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,2019,Occasionally,Feces,NA,80,NA,19,NA,NA,19,20,NA,NA,No,5,11,0,0,0,3,0,0,Number,1266,76,4945,NA,NA,¼m,NA,NA,NA,NA,7,0,7,0,2,0,0,0,0,2,1,0,0,Number,Polyester,11,Polyacrylate,1,Polypropylene,1,Polyethylene,1,Polyacrylonitrile,1,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,Others,1,Number,No,Digestion/Filtration/Visual selection,Micro-FTIR,Geographic coordinate estimated,Pygoscelis papua,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Chordata,-54.007556,-38.035612,Gentoo penguin,38
644,"Bessa et al., 2019",10.1038/s41598-019-50621-2,MPB00632,2019,Antarctica,Island,S. Georg. Sandw./South Orkney Is.,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,2019,Occasionally,Feces,NA,80,NA,19,NA,NA,19,20,NA,NA,No,5,11,0,0,0,3,0,0,Number,1266,76,4945,NA,NA,¼m,NA,NA,NA,NA,7,0,7,0,2,0,0,0,0,2,1,0,0,Number,Polyester,11,Polyacrylate,1,Polypropylene,1,Polyethylene,1,Polyacrylonitrile,1,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,Others,1,Number,No,Digestion/Filtration/Visual selection,Micro-FTIR,Geographic coordinate estimated,Pygoscelis papua,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Chordata,-60.723705,-45.600343,Gentoo penguin,38
727,"Bourdages et al., 2021",10.1016/j.scitotenv.2020.142808,MPB00871,2021,Coastal,Coastal,Canada,Birds,NA,NA,NA,NA,NA,NA,NA,August,2018,August,2018,NA,Necropsy,Faecal precursor,27,27,NA,NA,NA,24,56,NA,NA,Yes,1,23,0,0,0,0,0,0,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,21,0,0,4,0,0,0,0,17,0,0,0,%,Synthetic dye,38,Polyethylene,4,Polyester,25,Polyamide,4,Cellulose,21,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,Others,8,%,Yes,Digestion/Filtration/Visual selection,Micro-Raman,NA,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,67.2333,-62.4667,Northern fulmar,24
728,"Bourdages et al., 2021",10.1016/j.scitotenv.2020.142808,MPB00871,2021,Coastal,Coastal,Canada,Birds,NA,NA,NA,NA,NA,NA,NA,August,2018,August,2018,NA,Necropsy,Faecal precursor,30,30,NA,NA,NA,10,17,NA,NA,Yes,4,5,0,0,1,0,0,0,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,10,10,10,0,0,0,10,0,10,0,%,Polyethylene,30,Polyamide,10,Acrylic,10,Synthetic dye,10,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,Others,40,%,Yes,Digestion/Filtration/Visual selection,Micro-Raman,NA,Uria lomvia,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Uria,Chordata,66.9333,-61.7667,thick-billed guillemot,10
739,"Brookson et al., 2019",10.1139/cjfas-2018-0388,MPB00584,2019,Freshwater,Lake,USA,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,2014,NA,Necropsy,Gizzard/Proventriculus,10,10,NA,NA,NA,61,NA,70,NA,Yes,30,30,1,0,0,0,0,0,Number,3.55,0.09,117,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,12.5,Rayon,10,Acrylic,2.5,Polyacrylic,2.5,Vinyl acrylic,2.5,Polypropylene,2.5,Polydivinyl,2.5,Polyvinyl chloride,2.5,None,NA,None,NA,None,NA,None,NA,Others,32.5,%,Yes,Digestion/Visual selection,FTIR,FO% plastic debris overestimated,Phalacrocorax auritus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,43.3046,79.8028,double-crested cormorant,61
740,"Brookson et al., 2019",10.1139/cjfas-2018-0388,MPB00584,2019,Freshwater,Lake,USA,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,2014,NA,Necropsy,Gizzard/Proventriculus,10,10,NA,NA,NA,54,NA,80.55555556,NA,Yes,18,33,1,1,0,1,0,0,Number,4.24,0.11,22.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,16.7,Acrylic,8.3,Polypropylene,8.3,Rayon,8.3,Polyester,2.8,Polyamide,2.8,Polyacrylonitrile,2.8,None,NA,None,NA,None,NA,None,NA,None,NA,Others,30.6,%,Yes,Digestion/Visual selection,FTIR,FO% plastic debris overestimated,Phalacrocorax auritus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,43.2833,79.7937,double-crested cormorant,54
741,"Brookson et al., 2019",10.1139/cjfas-2018-0388,MPB00584,2019,Freshwater,Lake,USA,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,2014,NA,Necropsy,Gizzard/Proventriculus,10,10,NA,NA,NA,62,NA,70.96774194,NA,Yes,21,40,0,1,0,0,0,0,Number,2.61,0.3,19.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Acrylic,6.5,Polyacrylonitrile,3.2,Rayon,3.2,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,Others,58,%,Yes,Digestion/Visual selection,FTIR,FO% plastic debris overestimated,Phalacrocorax auritus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,42.8345,79.5226,double-crested cormorant,62
953,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,9,9,NA,NA,NA,NA,33,NA,NA,Yes,0,100,0,0,0,0,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Anous stolidus pileatus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Anous,Chordata,-17.06023263,42.71362513,NA,0
954,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,9,9,NA,NA,NA,NA,33,NA,NA,Yes,0,100,0,0,0,0,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Anous stolidus pileatus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Anous,Chordata,-20.86632744,55.46166044,NA,0
955,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,21,21,NA,NA,NA,NA,43,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Anous tenuirostris,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Anous,Chordata,-17.06023263,42.71362513,lesser noddy,0
956,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,21,21,NA,NA,NA,NA,43,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Anous tenuirostris,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Anous,Chordata,-20.86632744,55.46166044,lesser noddy,0
957,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,9,9,NA,NA,NA,NA,33,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna pacifica,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-17.06023263,42.71362513,NA,0
958,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,9,9,NA,NA,NA,NA,33,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna pacifica,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-20.86632744,55.46166044,NA,0
959,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,2,2,NA,NA,NA,1,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Morus capensis,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Sulidae,Morus,Chordata,-17.06023263,42.71362513,NA,1
960,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,2,2,NA,NA,NA,1,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Morus capensis,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Sulidae,Morus,Chordata,-20.86632744,55.46166044,NA,1
961,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,27,27,NA,NA,NA,NA,15,NA,NA,Yes,0,100,0,0,0,0,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Onychoprion fuscatus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Onychoprion,Chordata,-17.06023263,42.71362513,sooty tern,0
962,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,27,27,NA,NA,NA,NA,15,NA,NA,Yes,0,100,0,0,0,0,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Onychoprion fuscatus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Onychoprion,Chordata,-20.86632744,55.46166044,sooty tern,0
963,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,35,35,NA,NA,NA,NA,29,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phaethon lepturus,Animalia,Bilateria,Deuterostomia,Aves,Phaethontiformes,Phaethontidae,Phaethon,Chordata,-17.06023263,42.71362513,White-tailed tropicbird,0
964,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,35,35,NA,NA,NA,NA,29,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phaethon lepturus,Animalia,Bilateria,Deuterostomia,Aves,Phaethontiformes,Phaethontidae,Phaethon,Chordata,-20.86632744,55.46166044,White-tailed tropicbird,0
965,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,1,1,NA,NA,NA,NA,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pseudobulweria aterrima,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pseudobulweria,Chordata,-17.06023263,42.71362513,Mascarene petrel,0
966,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,1,1,NA,NA,NA,NA,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pseudobulweria aterrima,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pseudobulweria,Chordata,-20.86632744,55.46166044,Mascarene petrel,0
967,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,62,62,NA,NA,NA,NA,63,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pterodroma baraui,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pterodroma,Chordata,-17.06023263,42.71362513,Barau's petrel,0
968,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,62,62,NA,NA,NA,NA,63,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pterodroma baraui,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pterodroma,Chordata,-20.86632744,55.46166044,Barau's petrel,0
969,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,56,56,NA,NA,NA,NA,79,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Puffinus lherminieri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-17.06023263,42.71362513,Audubon's shearwater,0
970,"Cartraud et al., 2019",10.1016/j.marpolbul.2019.01.065,MPB00535,2019,Island,Island,France,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,2016,NA,Necropsy,Gizzard/Proventriculus,56,56,NA,NA,NA,NA,79,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Puffinus lherminieri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-20.86632744,55.46166044,Audubon's shearwater,0
